-------------------------
Dylos Logger v 1.6.0.0
Unit: DC1100
Date/Time: 04/06/13 20:00
-------------------------
Particles per cubic foot
-------------------------
Date/Time, Small, Large
04/07/13 00:15, 266100, 35800
04/07/13 00:16, 271100, 36800
04/07/13 00:17, 261500, 33400
04/07/13 00:18, 260400, 36300
04/07/13 00:19, 265300, 35900
04/07/13 00:20, 253400, 32300
04/07/13 00:21, 243300, 30500
04/07/13 00:22, 243300, 32600
04/07/13 00:23, 235600, 31600
04/07/13 00:24, 242900, 32900
04/07/13 00:25, 243400, 30500
04/07/13 00:26, 234500, 31300
04/07/13 00:27, 226600, 31300
04/07/13 00:28, 223700, 28900
04/07/13 00:29, 219000, 28100
04/07/13 00:30, 217200, 29100
04/07/13 00:31, 213600, 27300
04/07/13 00:32, 220900, 30300
04/07/13 00:33, 230500, 31900
04/07/13 00:34, 233500, 30500
04/07/13 00:35, 229300, 30700
04/07/13 00:36, 234300, 31800
04/07/13 00:37, 235700, 32900
04/07/13 00:38, 232200, 30900
04/07/13 00:39, 237200, 32900
04/07/13 00:40, 237600, 32500
04/07/13 00:41, 239700, 32600
04/07/13 00:42, 246000, 32900
04/07/13 00:43, 246500, 33900
04/07/13 00:44, 243600, 32000
04/07/13 00:45, 242100, 32600
04/07/13 00:46, 241400, 31300
04/07/13 00:47, 245800, 31800
04/07/13 00:48, 244300, 32500
04/07/13 00:49, 247000, 31900
04/07/13 00:50, 242400, 32500
04/07/13 00:51, 252400, 32000
04/07/13 00:52, 257600, 33700
04/07/13 00:53, 262600, 33300
04/07/13 00:53, 254600, 34400
04/07/13 00:54, 249700, 32600
04/07/13 00:55, 258100, 33400
04/07/13 00:56, 264800, 34700
04/07/13 00:57, 261900, 34300
04/07/13 00:58, 261300, 34100
04/07/13 00:59, 253300, 31800
04/07/13 01:00, 254800, 33000
04/07/13 01:01, 244700, 30200
04/07/13 01:02, 246400, 32900
04/07/13 01:03, 249900, 32000
04/07/13 01:04, 240400, 30300
04/07/13 01:05, 231700, 28300
04/07/13 01:06, 237500, 30200
04/07/13 01:07, 227200, 28300
04/07/13 01:08, 238500, 29700
04/07/13 01:09, 223100, 28100
04/07/13 01:10, 220300, 27700
04/07/13 01:11, 213600, 25900
04/07/13 01:12, 213900, 26600
04/07/13 01:13, 211400, 26800
04/07/13 01:14, 213100, 26100
04/07/13 01:15, 207700, 24600
04/07/13 01:16, 206600, 24500
04/07/13 01:17, 204900, 25400
04/07/13 01:18, 205800, 24300
04/07/13 01:19, 200800, 22800
04/07/13 01:20, 199300, 24900
04/07/13 01:21, 206700, 26600
04/07/13 01:22, 203500, 26700
04/07/13 01:23, 203300, 24700
04/07/13 01:24, 203100, 22500
04/07/13 01:25, 202000, 24000
04/07/13 01:26, 201100, 23900
04/07/13 01:27, 204700, 24400
04/07/13 01:28, 210100, 24400
04/07/13 01:29, 203100, 23500
04/07/13 01:30, 200600, 22100
04/07/13 01:31, 206400, 24800
04/07/13 01:32, 207600, 25300
04/07/13 01:33, 209500, 24900
04/07/13 01:34, 221300, 26300
04/07/13 01:35, 223800, 28600
04/07/13 01:36, 218700, 25700
04/07/13 01:37, 208500, 24700
04/07/13 01:38, 208200, 23700
04/07/13 01:39, 204300, 23500
04/07/13 01:40, 207400, 23600
04/07/13 01:41, 209200, 24500
04/07/13 01:42, 207500, 24900
04/07/13 01:43, 212100, 23700
04/07/13 01:44, 212600, 22800
04/07/13 01:45, 207600, 23700
04/07/13 01:46, 210000, 23000
04/07/13 01:47, 208200, 23100
04/07/13 01:48, 203200, 22900
04/07/13 01:49, 198100, 22600
04/07/13 01:50, 209600, 24200
04/07/13 01:51, 208700, 23300
04/07/13 01:52, 206000, 23800
04/07/13 01:53, 206900, 22800
04/07/13 01:54, 207200, 23300
04/07/13 01:55, 208500, 22500
04/07/13 01:56, 208600, 23300
04/07/13 01:57, 201000, 19800
04/07/13 01:58, 209600, 24000
04/07/13 01:59, 200300, 22300
04/07/13 02:00, 197500, 23800
04/07/13 02:01, 201900, 21900
04/07/13 02:02, 203000, 22700
04/07/13 02:03, 208000, 23000
04/07/13 02:04, 194800, 21900
04/07/13 02:05, 199200, 21900
04/07/13 02:06, 200800, 22200
04/07/13 02:07, 201400, 23000
04/07/13 02:08, 205300, 21800
04/07/13 02:09, 203000, 22600
04/07/13 02:09, 203300, 22000
04/07/13 02:10, 193300, 21500
04/07/13 02:11, 201000, 21100
04/07/13 02:12, 203500, 21200
04/07/13 02:13, 194700, 22000
04/07/13 02:14, 196600, 20300
04/07/13 02:15, 202700, 21400
04/07/13 02:16, 202900, 20500
04/07/13 02:17, 204200, 21100
04/07/13 02:18, 205600, 21100
04/07/13 02:19, 203700, 21200
04/07/13 02:20, 198000, 21500
04/07/13 02:21, 199200, 20400
04/07/13 02:22, 201900, 20300
04/07/13 02:23, 197200, 20400
04/07/13 02:24, 200500, 21100
04/07/13 02:25, 197300, 21500
04/07/13 02:26, 202200, 21300
04/07/13 02:27, 199900, 20800
04/07/13 02:28, 203300, 20500
04/07/13 02:29, 202000, 20900
04/07/13 02:30, 203000, 21000
04/07/13 02:31, 204200, 21600
04/07/13 02:32, 203400, 22400
04/07/13 02:33, 206600, 21000
04/07/13 02:34, 209500, 21200
04/07/13 02:35, 208100, 21600
04/07/13 02:36, 215300, 23500
04/07/13 02:37, 210400, 20600
04/07/13 02:38, 210400, 22400
04/07/13 02:39, 211600, 22900
04/07/13 02:40, 208800, 22400
04/07/13 02:41, 208300, 21700
04/07/13 02:42, 205100, 22700
04/07/13 02:43, 212500, 21100
04/07/13 02:44, 212800, 21900
04/07/13 02:45, 208700, 21300
04/07/13 02:46, 213800, 23400
04/07/13 02:47, 210600, 23200
04/07/13 02:48, 218500, 23700
04/07/13 02:49, 213100, 22100
04/07/13 02:50, 212400, 21800
04/07/13 02:51, 213100, 23000
04/07/13 02:52, 211600, 22100
04/07/13 02:53, 214000, 20600
04/07/13 02:54, 215400, 23200
04/07/13 02:55, 218900, 23400
04/07/13 02:56, 221100, 23000
04/07/13 02:57, 217000, 21900
04/07/13 02:58, 214700, 21700
04/07/13 02:59, 216500, 22000
04/07/13 03:00, 211000, 22000
04/07/13 03:01, 213200, 21500
04/07/13 03:02, 220300, 23100
04/07/13 03:03, 216600, 22600
04/07/13 03:04, 218700, 21600
04/07/13 03:05, 216500, 21600
04/07/13 03:06, 223600, 24200
04/07/13 03:07, 224500, 23800
04/07/13 03:08, 226900, 23100
04/07/13 03:09, 222100, 20800
04/07/13 03:10, 226900, 22800
04/07/13 03:11, 224700, 23400
04/07/13 03:12, 226200, 23200
04/07/13 03:13, 231100, 23100
04/07/13 03:14, 225200, 22100
04/07/13 03:15, 226200, 22400
04/07/13 03:16, 233600, 22200
04/07/13 03:17, 235800, 22700
04/07/13 03:18, 227000, 22900
04/07/13 03:19, 230400, 23300
04/07/13 03:20, 230500, 23400
04/07/13 03:21, 231500, 22800
04/07/13 03:22, 237300, 22600
04/07/13 03:23, 239300, 24700
04/07/13 03:24, 246400, 23400
04/07/13 03:25, 235200, 24000
04/07/13 03:25, 243300, 23800
04/07/13 03:26, 242800, 24800
04/07/13 03:27, 240700, 23200
04/07/13 03:28, 247600, 22900
04/07/13 03:29, 246400, 23400
04/07/13 03:30, 241300, 22600
04/07/13 03:31, 241400, 24600
04/07/13 03:32, 242800, 23900
04/07/13 03:33, 245300, 23000
04/07/13 03:34, 245400, 23000
04/07/13 03:35, 251600, 23800
04/07/13 03:36, 248600, 26200
04/07/13 03:37, 251700, 23400
04/07/13 03:38, 252300, 23400
04/07/13 03:39, 248900, 24500
04/07/13 03:40, 249800, 23700
04/07/13 03:41, 250000, 24600
04/07/13 03:42, 245700, 23600
04/07/13 03:43, 249000, 23100
04/07/13 03:44, 249500, 22900
04/07/13 03:45, 249500, 24000
04/07/13 03:46, 248600, 22600
04/07/13 03:47, 255600, 22700
04/07/13 03:48, 246700, 22100
04/07/13 03:49, 239400, 22700
04/07/13 03:50, 243700, 24300
04/07/13 03:51, 250000, 24000
04/07/13 03:52, 249300, 24500
04/07/13 03:53, 251300, 25700
04/07/13 03:54, 248500, 23400
04/07/13 03:55, 249400, 22500
04/07/13 03:56, 243600, 23200
04/07/13 03:57, 247900, 22300
04/07/13 03:58, 241100, 23500
04/07/13 03:59, 245300, 24300
04/07/13 04:00, 249600, 23600
04/07/13 04:01, 241400, 22600
04/07/13 04:02, 245900, 23900
04/07/13 04:03, 251200, 24600
04/07/13 04:04, 250100, 24900
04/07/13 04:05, 254600, 24900
04/07/13 04:06, 251300, 22200
04/07/13 04:07, 242500, 23800
04/07/13 04:08, 242500, 23600
04/07/13 04:09, 241100, 24100
04/07/13 04:10, 243100, 23500
04/07/13 04:11, 255700, 23900
04/07/13 04:12, 250900, 25300
04/07/13 04:13, 241700, 20600
04/07/13 04:14, 240400, 25200
04/07/13 04:15, 240000, 23300
04/07/13 04:16, 243500, 22500
04/07/13 04:17, 245700, 22500
04/07/13 04:18, 242500, 22500
04/07/13 04:19, 244800, 22000
04/07/13 04:20, 245300, 23900
04/07/13 04:21, 237300, 21900
04/07/13 04:22, 241200, 24100
04/07/13 04:23, 243600, 24000
04/07/13 04:24, 244600, 24000
04/07/13 04:25, 242600, 23000
04/07/13 04:26, 243500, 23600
04/07/13 04:27, 245100, 22700
04/07/13 04:28, 242500, 23100
04/07/13 04:29, 241700, 22900
04/07/13 04:30, 240500, 22600
04/07/13 04:31, 236200, 21300
04/07/13 04:32, 236200, 22500
04/07/13 04:33, 237300, 24100
04/07/13 04:34, 240100, 23000
04/07/13 04:35, 236700, 23000
04/07/13 04:36, 234500, 24000
04/07/13 04:37, 234000, 22600
04/07/13 04:38, 233500, 23400
04/07/13 04:39, 231100, 23700
04/07/13 04:40, 226500, 22700
04/07/13 04:40, 227900, 23400
04/07/13 04:41, 231300, 21300
04/07/13 04:42, 227100, 22000
04/07/13 04:43, 222100, 23100
04/07/13 04:44, 229500, 22600
04/07/13 04:45, 224300, 22200
04/07/13 04:46, 226900, 23000
04/07/13 04:47, 225800, 23900
04/07/13 04:48, 221700, 21900
04/07/13 04:49, 221400, 22600
04/07/13 04:50, 218000, 23200
04/07/13 04:51, 216700, 22300
04/07/13 04:52, 224000, 22200
04/07/13 04:53, 221100, 22800
04/07/13 04:54, 215300, 21500
04/07/13 04:55, 214200, 20400
04/07/13 04:56, 211800, 22400
04/07/13 04:57, 213600, 22400
04/07/13 04:58, 210400, 21100
04/07/13 04:59, 208400, 22400
04/07/13 05:00, 212300, 23400
04/07/13 05:01, 208600, 22800
04/07/13 05:02, 208000, 22500
04/07/13 05:03, 201600, 21500
04/07/13 05:04, 207600, 21900
04/07/13 05:05, 200700, 20700
04/07/13 05:06, 203600, 21800
04/07/13 05:07, 201500, 22000
04/07/13 05:08, 203000, 23600
04/07/13 05:09, 198100, 22900
04/07/13 05:10, 195100, 21300
04/07/13 05:11, 192000, 19700
04/07/13 05:12, 194900, 22200
04/07/13 05:13, 197500, 22500
04/07/13 05:14, 189900, 20300
04/07/13 05:15, 188200, 20300
04/07/13 05:16, 191300, 21000
04/07/13 05:17, 193300, 21500
04/07/13 05:18, 193400, 21000
04/07/13 05:19, 190800, 19100
04/07/13 05:20, 185800, 20200
04/07/13 05:21, 187500, 20600
04/07/13 05:22, 189400, 21800
04/07/13 05:23, 186300, 21400
04/07/13 05:24, 191800, 21400
04/07/13 05:25, 188900, 21800
04/07/13 05:26, 185900, 21500
04/07/13 05:27, 183400, 21700
04/07/13 05:28, 179500, 21000
04/07/13 05:29, 183300, 19400
04/07/13 05:30, 179200, 21000
04/07/13 05:31, 177400, 22000
04/07/13 05:32, 186500, 22500
04/07/13 05:33, 176600, 21800
04/07/13 05:34, 182000, 22800
04/07/13 05:35, 181400, 22100
04/07/13 05:36, 180000, 23800
04/07/13 05:37, 180600, 21600
04/07/13 05:38, 178100, 21900
04/07/13 05:39, 175300, 21500
04/07/13 05:40, 171100, 20500
04/07/13 05:41, 175400, 21500
04/07/13 05:42, 174100, 21800
04/07/13 05:43, 167800, 20000
04/07/13 05:44, 169000, 22700
04/07/13 05:45, 167400, 21500
04/07/13 05:46, 164200, 20100
04/07/13 05:47, 163400, 21200
04/07/13 05:48, 168600, 22700
04/07/13 05:49, 165300, 21200
04/07/13 05:50, 158000, 21400
04/07/13 05:51, 161800, 20500
04/07/13 05:52, 162900, 20400
04/07/13 05:53, 160500, 19800
04/07/13 05:54, 157900, 19500
04/07/13 05:55, 154200, 19900
04/07/13 05:56, 152700, 17300
04/07/13 05:56, 150600, 18700
04/07/13 05:57, 154400, 19100
04/07/13 05:58, 155200, 19700
04/07/13 05:59, 162100, 20000
04/07/13 06:00, 162800, 20000
04/07/13 06:01, 165000, 18000
04/07/13 06:02, 167600, 20000
04/07/13 06:03, 176000, 21400
04/07/13 06:04, 177200, 20400
04/07/13 06:05, 180200, 20900
04/07/13 06:06, 185700, 21500
04/07/13 06:07, 182000, 20900
04/07/13 06:08, 184400, 21800
04/07/13 06:09, 189600, 21000
04/07/13 06:10, 187900, 21800
04/07/13 06:11, 195900, 22100
04/07/13 06:12, 195700, 23500
04/07/13 06:13, 196100, 23100
04/07/13 06:14, 201900, 25200
04/07/13 06:15, 204600, 21400
04/07/13 06:16, 204500, 23700
04/07/13 06:17, 205900, 24700
04/07/13 06:18, 207500, 22500
04/07/13 06:19, 207400, 23000
04/07/13 06:20, 205800, 23500
04/07/13 06:21, 210500, 23600
04/07/13 06:22, 211500, 23600
04/07/13 06:23, 214400, 23300
04/07/13 06:24, 211100, 24300
04/07/13 06:25, 221300, 26100
04/07/13 06:26, 219400, 24300
04/07/13 06:27, 213100, 23300
04/07/13 06:28, 213200, 23900
04/07/13 06:29, 218200, 23600
04/07/13 06:30, 217300, 24500
04/07/13 06:31, 221200, 25000
04/07/13 06:32, 216100, 25100
04/07/13 06:33, 219800, 25200
04/07/13 06:34, 217500, 24500
04/07/13 06:35, 222400, 25700
04/07/13 06:36, 219700, 24500
04/07/13 06:37, 223700, 24800
04/07/13 06:38, 220500, 24900
04/07/13 06:39, 220200, 24100
04/07/13 06:40, 217300, 24800
04/07/13 06:41, 226200, 25900
04/07/13 06:42, 228500, 25900
04/07/13 06:43, 225500, 24700
04/07/13 06:44, 221500, 23900
04/07/13 06:45, 235800, 29000
04/07/13 06:46, 227500, 25400
04/07/13 06:47, 227300, 24600
04/07/13 06:48, 223200, 25800
04/07/13 06:49, 231500, 25500
04/07/13 06:50, 227000, 25500
04/07/13 06:51, 231000, 26200
04/07/13 06:52, 232800, 26300
04/07/13 06:53, 230600, 24800
04/07/13 06:54, 225700, 26900
04/07/13 06:55, 230700, 25200
04/07/13 06:56, 232100, 26200
04/07/13 06:57, 228000, 25400
04/07/13 06:58, 224100, 24500
04/07/13 06:59, 226000, 24900
04/07/13 07:00, 232200, 26500
04/07/13 07:01, 232500, 25300
04/07/13 07:02, 231100, 25500
04/07/13 07:03, 236600, 26000
04/07/13 07:04, 233800, 25700
04/07/13 07:05, 239100, 27000
04/07/13 07:06, 229200, 27200
04/07/13 07:07, 232300, 25700
04/07/13 07:08, 234400, 26700
04/07/13 07:09, 241200, 27200
04/07/13 07:10, 238100, 26200
04/07/13 07:11, 233300, 24800
04/07/13 07:11, 239100, 24900
04/07/13 07:12, 240300, 28000
04/07/13 07:13, 239200, 27700
04/07/13 07:14, 232800, 26900
04/07/13 07:15, 245800, 29500
04/07/13 07:16, 243700, 28500
04/07/13 07:17, 238700, 28000
04/07/13 07:18, 246200, 27600
04/07/13 07:19, 238700, 26000
04/07/13 07:20, 244500, 26700
04/07/13 07:21, 244100, 25900
04/07/13 07:22, 253000, 28300
04/07/13 07:23, 246600, 27300
04/07/13 07:24, 244500, 28300
04/07/13 07:25, 246200, 27800
04/07/13 07:26, 250600, 26000
04/07/13 07:27, 260200, 28000
04/07/13 07:28, 255900, 28500
04/07/13 07:29, 252400, 27900
04/07/13 07:30, 252400, 28000
04/07/13 07:31, 257400, 28000
04/07/13 07:32, 256700, 26600
04/07/13 07:33, 263200, 27800
04/07/13 07:34, 261600, 25500
04/07/13 07:35, 271900, 28700
04/07/13 07:36, 272100, 26700
04/07/13 07:37, 265100, 28200
04/07/13 07:38, 280900, 30600
04/07/13 07:39, 289800, 30400
04/07/13 07:40, 293600, 30300
04/07/13 07:41, 286400, 31700
04/07/13 07:42, 285600, 29000
04/07/13 07:43, 279800, 29500
04/07/13 07:44, 290200, 29300
04/07/13 07:45, 286000, 30800
04/07/13 07:46, 287200, 30200
04/07/13 07:47, 299400, 30500
04/07/13 07:48, 292100, 30100
04/07/13 07:49, 288400, 30300
04/07/13 07:50, 295900, 31500
04/07/13 07:51, 295200, 32000
04/07/13 07:52, 297700, 31400
04/07/13 07:53, 295200, 31100
04/07/13 07:54, 297700, 29600
04/07/13 07:55, 287700, 31900
04/07/13 07:56, 289000, 29800
04/07/13 07:57, 291500, 31800
04/07/13 07:58, 281900, 29000
04/07/13 07:59, 286400, 28700
04/07/13 08:00, 284700, 29600
04/07/13 08:01, 278100, 29200
04/07/13 08:02, 283800, 27700
04/07/13 08:03, 276200, 27800
04/07/13 08:04, 287500, 31200
04/07/13 08:05, 284100, 30200
04/07/13 08:06, 273500, 29000
04/07/13 08:07, 278800, 29000
04/07/13 08:08, 276600, 31200
04/07/13 08:09, 259600, 27800
04/07/13 08:10, 267200, 30200
04/07/13 08:11, 266700, 28400
04/07/13 08:12, 265700, 29600
04/07/13 08:13, 249800, 26400
04/07/13 08:14, 256400, 28000
04/07/13 08:15, 249900, 26700
04/07/13 08:16, 248200, 27000
04/07/13 08:17, 248100, 27700
04/07/13 08:18, 247200, 27400
04/07/13 08:19, 239500, 25300
04/07/13 08:20, 245000, 29200
04/07/13 08:21, 238800, 26500
04/07/13 08:22, 231700, 25200
04/07/13 08:23, 231300, 26400
04/07/13 08:24, 231300, 26700
04/07/13 08:25, 232300, 28300
04/07/13 08:26, 240500, 28100
04/07/13 08:26, 238900, 28800
04/07/13 08:27, 237000, 28500
04/07/13 08:28, 240200, 30500
04/07/13 08:29, 240200, 27900
04/07/13 08:30, 229400, 28900
04/07/13 08:31, 231900, 28400
04/07/13 08:32, 235900, 29500
04/07/13 08:33, 236100, 30900
04/07/13 08:34, 231600, 28900
04/07/13 08:35, 225100, 25400
04/07/13 08:36, 221900, 26600
04/07/13 08:37, 237000, 30200
